ANTENOR APARECIDO LUIZ,Restaurante,R,General Osório,304, Jardim São Carlos,São Carlos, SP,13560-640,16,33728464,33642343,34130853
TABERNACULUS,Restaurante,R,General Osório 959 SL,21, Jardim São Carlos,São Carlos, SP,13560-640,16,33710221,34153175,981111488
GIRAFFAS,Restaurante,Pso,Flamboyants,200, Parque Faber,São Carlos, SP,13561-352,16,40031515
J. P. LOCKMANN - ALIMENTOS,Restaurante,Av,São Carlos,3153, Vila Costa do Sol,São Carlos, SP,13566-330,16,34153310,31161974,33741969
CÉSAR LUÍS CASALE,Restaurante,R,Episcopal,2262, Centro,São Carlos, SP,13560-049,16,33748772
NEIDE APARECIDA DE QUEIROZ CECÍLIO,Restaurante,R,9 de Julho,846, Centro,São Carlos, SP,13560-042,,
ELIZABETH BARTAQUIM,Restaurante,Pc,Serafim Vieira de Almeida,77 DA, Vila Pureza,São Carlos, SP,13561-065,16,33710683
MASSUCIO & DI LORENZO,Restaurante,R,Conde Pinhal,1150, Jardim São Carlos,São Carlos, SP,13560-648,16,33713696
JESUS ANTÔNIO EDINO ANDRETTA,Restaurante,Av,São Carlos,3352, Vila Costa do Sol,São Carlos, SP,13566-330,16,33069464,991291419,991291539
KI - APETIT 2,Restaurante,R,15 de Novembro,3854 S LOJA, Chácara São João,São Carlos, SP,13569-220,,
TEMPERO E ARTE,Restaurante,Av,São Carlos,2986, Centro,São Carlos, SP,13560-002,16,991863192,992010592,992141713
JÚLIO RIM,Restaurante,R,Riachuelo,831, Centro,São Carlos, SP,13560-110,,
CHEZ MARCEL,Restaurante,R,Lions Club,40, Vila Marina,São Carlos, SP,13566-370,16,32010101
RESTAURANTE PRATAO,Restaurante,R,Alberto Lanzoni,998, Parque Santa Felícia Jardim,São Carlos, SP,13562-390,16,35011995
RESTAURANTE FREI DAMIÃO QUINZE,Restaurante,R,15 de Novembro,1447, Parque Santa Mônica,São Carlos, SP,13561-206,16,34163276,992324542
RESTAURANTE SUN CITY COMIDA CHINESA,Restaurante,R,Dom Pedro II,1281, Vila Monteiro,São Carlos, SP,13560-320,16,33723746,33724585
POCHETTI MARIA I,Restaurante,R,Professora Nicoleta Stella Germano,51, Jardim Paraíso,São Carlos, SP,13561-090,16,33717186
CAJU SUSHI,Restaurante,R,Tiradentes,151, Jardim Macarengo,São Carlos, SP,13560-430,16,33734004
DIVINO FOGÃO,Restaurante,Pso,Flamboyants,200, Parque Faber,São Carlos, SP,13561-352,11,33766417
NATSUMI SUSHI,Restaurante,R,Episcopal,1660, Núcleo Residencial Sílvio Vilari,São Carlos, SP,13560-570,16,34136683
SUSHIDO,Restaurante,R,São Joaquim,1880, Vila Monteiro,São Carlos, SP,13560-300,16,34125310
GENDAI,Restaurante,Av,Paulista,2064, Jardim Paulista,São Carlos, SP,13574-391,11,32852823
DON RAFFAELE PIZZARIA,Restaurante,R,Marcolino Lopes Barreto,1758, Centreville,São Carlos, SP,13560-400,16,33074111
ITÁLIA ROTISSERIE,Restaurante,R,Doutor Bernardino de Campos,1103, Vila Prado,São Carlos, SP,13574-030,,
COZINHA ITALIANA,Restaurante,Av,Teixeira de Barros,523, Vila Prado,São Carlos, SP,13574-033,,
EYETEC EQUIPAMENTOS OFTALMICOS INDUST.,Restaurante,R,Gelsomino Saia,260, Jardim Maracanã,São Carlos, SP,13571-310,16,33633012
BEATNICKS ROAD BAR,Restaurante,R,Miguel João,110, Jardim Bandeirantes,São Carlos, SP,13562-180,16,33728253
AMICI PIZZARIA E RESTAURANTE,Restaurante,R,15 de Novembro,1289, Parque Santa Mônica,São Carlos, SP,13561-206,16,33077149,33716463
PIZZARIA E RESTAURANTE VIADUTO,Restaurante,R,Cândido Padim,82, Vila Prado,São Carlos, SP,13574-320,16,34130867,31165902
CANTINHO DO PASTEL E RESTAURANTE,Restaurante,R,Desembargador Júlio Faria,1000, Vila Prado,São Carlos, SP,13574-250,16,34196517
CHURRAS BAR & RESTAURANTE,Restaurante,R,Ferroviários,23, Vila Prado,São Carlos, SP,13572-200,16,34199511
PANELA RESTAURANTE,Restaurante,R,Doutor Orlando Damiano,2157, Jardim Macarengo,São Carlos, SP,13560-450,,
KASARÃO BAR E RESTAURANTE,Restaurante,R,Dona Alexandrina,878, Vila Monteiro,São Carlos, SP,13560-290,16,33761801
RESTAURANTE CANTOS E CONTOS,Restaurante,R,Major José Inácio,2211, Centro,São Carlos, SP,13560-160,16,34126266
RESTAURANTE SABOR DO ENCANTO,Restaurante,Av,São Carlos,2948, Centro,São Carlos, SP,13560-002,16,34168763
RESTAURANTE PEDRA BRANCA,Restaurante,R,Francisco Cereda,368, Cidade Aracy,São Carlos, SP,13573-016,16,33755502,33664379
CHEF BRASIL ADMINISTRADORA DE RESTAURANTES,Restaurante,R,Doutor Alderico Vieira Perdigão,565 CS A, Vila Morumbi,São Carlos, SP,13572-060,16,33712426
RESTAURANTE FREI DAMIÃO,Restaurante,R,9 de Julho,1606, Centro,São Carlos, SP,13560-042,19,34168133
RESTAURANTE E CHOPERIA RIBEIRO'S,Restaurante,Av,São Carlos,2784, Centro,São Carlos, SP,13560-002,16,33722181
VILA SÃO PAULO RESTAURANTE,Restaurante,R,Nações Unidas,22540, Jardim Cruzeiro do Sul,São Carlos, SP,13572-082,11,55241104
REI PASTÉIS PANQUECAS E RESTAURANTES,Restaurante,R,Miguel Petroni,2420, Centro,São Carlos, SP,13561-002,16,34131084
ALMANACH BAR E RESTAURANTE,Restaurante,Av,São Carlos,2338, Centro,São Carlos, SP,13560-002,16,33642556
PÃO COM LINGUIÇA LANCHONETE BAR E RESTAURANTE,Restaurante,R,General Osório,1079, Jardim São Carlos,São Carlos, SP,13560-640,16,30320120
CHURRASCARIA E CHOPERIA CHIMARRÃO,Restaurante,Av,Getúlio Vargas,2251, Recreio São Judas Tadeu,São Carlos, SP,13571-271,16,33685151,33720100
CARMELITA SALADAS,Restaurante,Av,Doutor Carlos Botelho,2797, Centro,São Carlos, SP,13560-251,16,33078523
ISABELLY PIZZARIA,Restaurante,R,General Osório,13, Jardim São Carlos,São Carlos, SP,13560-640,16,33749858
DISK PIZZAS EXPRESS,Restaurante,Av,Comendador Alfredo Maffei,2106, Jardim São Carlos,São Carlos, SP,13561-270,16,33747373
EMPÓRIO DA PIZZA,Restaurante,R,Itália,410, Vila Prado,São Carlos, SP,13574-240,16,33756392
PIZZARIA BIG PIZZA FORNATTA,Restaurante,R,General Osório,13, Jardim São Carlos,São Carlos, SP,13560-640,16,33643082
DONNA GABRIELA PETISCARIA & PIZZARIA,Restaurante,R,Imprensa,432, Vila Faria,São Carlos, SP,13569-007,16,34193562
RAVENNA PIZZARIA VILA PRADO,Restaurante,R,Doutor Bernardino de Campos,1703, Vila Prado,São Carlos, SP,13574-030,16,33075062
DUE PIZZA E BAR SÃO CARLOS . ME.,Restaurante,R,Antônio Blanco,918, Vila Costa do Sol,São Carlos, SP,13566-020,16,33619666
DISK PIZZA REDENÇÃO,Restaurante,R,Desembargador Júlio Faria,1585, Vila Prado,São Carlos, SP,13574-250,16,33726698
PIZZARIA TIA CIDA,Restaurante,Av,Vicente Laurito,33, Cidade Aracy,São Carlos, SP,13573-005,16,33754035,991210871,991213598
PIZZARIA SÃO CARLOS,Restaurante,R,Professor Paulo Monte Serrat,249, Jardim Ricetti,São Carlos, SP,13570-003,16,33689443,33729443
CITTA DELA PIZZA,Restaurante,R,7 de Setembro,2820, Centro,São Carlos, SP,13560-181,16,33713107
PIZZARIA VARANDA,Restaurante,R,Salomão Dibbo,370, Jardim Lutfalla,São Carlos, SP,13560-540,16,35014143
DON RAFFAELE PIZZARIA,Restaurante,R,Capitão Manoel Alves Carneiro,865, Vila Boa Vista 1,São Carlos, SP,13575-002,16,33723094
PIZZARIA CUCINA NOSTRA,Restaurante,R,Conselheiro Soares Brandão,101, Jardim Paraíso,São Carlos, SP,13561-100,16,34161402
PIZZARIA BELLA BRASIL,Restaurante,R,Salomão Schevs,553, Jardim Cruzeiro do Sul,São Carlos, SP,13572-083,16,33758065
DISK PIZZA PIONEIRA,Restaurante,R,Bispo Cezar Dacoso Filho,1501, Vila Carmem,São Carlos, SP,13575-331,16,33757552
PIZZA FAST PIZZA,Restaurante,R,Padre Teixeira,1666, Centro,São Carlos, SP,13560-210,16,33741242
SENHOR PIZZA,Restaurante,Av,São Carlos,793, Vila Lutfalla,São Carlos, SP,13570-660,16,33686868
QUADRATTA PIZZAS,Restaurante,R,7 de Setembro,2302, Centro,São Carlos, SP,13560-181,16,34131321
JAQUELINE SILVA RAELI PIZZARIA,Restaurante,R,Henrique Gregori,1434, Vila Boa Vista 1,São Carlos, SP,13575-000,16,33661133
ITÁLIA DISK PIZZA,Restaurante,R,Itália,150, Vila Prado,São Carlos, SP,13574-240,16,33751635
NT FAST ALIMENTAÇÃO,Restaurante,R,Coronel José Augusto de Oliveira Salles,, Vila Izabel,São Carlos, SP,13570-820,16,33683602
NOVA MASSA,Restaurante,Av,Vicente Laurito,200 C, Cidade Aracy,São Carlos, SP,13573-005,16,33616890
NOVA MASSA,Restaurante,R,Coronel Leopoldo Prado,1432, Jardim Santa Tereza,São Carlos, SP,13575-640,16,33683396,34163944,34163945
PIZZAS TARDIM & SOARES,Restaurante,R,Miguel Petroni,1533, Centro,São Carlos, SP,13561-002,16,34111709,33747782
PIZZARIA BOM PEDAÇO,Restaurante,Av,Comendador Alfredo Maffei,1400, Jardim São Carlos,São Carlos, SP,13561-270,16,33721607,33744125,33744126
NOVA MASSA PREMIUM,Restaurante,R,7 de Setembro,2302, Centro,São Carlos, SP,13560-181,16,34163942,33728778
PIZZARINI,Restaurante,R,Silvério Ignarra Sobrinho,645, Vila Monteiro,São Carlos, SP,13560-294,16,34168090,34168099
ITÁLIA - SÃO CARLOS PIZZARIA,Restaurante,R,Itália,150, Vila Prado,São Carlos, SP,13574-240,16,991128352,991765259,991765355
CLAUDINEY LAURINDO DA SILVA,Restaurante,R,Ananias Evangelista de Toledo,310, Vila Prado,São Carlos, SP,13574-280,16,33071351
DISK PIZZA TIO PEPE,Restaurante,R,Anita Stella,480, Vila Celina,São Carlos, SP,13566-447,16,33068707
ODAIR MANTOVANI,Restaurante,Av,São Carlos,1004, Centro,São Carlos, SP,13560-001,16,991724950,991729155,992623084
DONNA PIZZA,Restaurante,R,Sebastião Sampaio Osório,1540, Parque Paraíso,São Carlos, SP,13562-120,16,34126555,33074121
PIZZARIA MAMA RAFAELA,Restaurante,R,Ananias Evangelista de Toledo,310, Vila Prado,São Carlos, SP,13574-280,16,34132056,993256062
PIZZARIA MASIMAS,Restaurante,R,Major José Inácio,3188, Centro,São Carlos, SP,13560-162,16,31161423
PIZZARIA SÃO RAFAEL,Restaurante,R,Arnaldo Solci,85, Jardim Tangará,São Carlos, SP,13568-050,16,33746455
PIZZARIA RAVENNA,Restaurante,R,Oscar de Souza Geribelo,326, Jardim Santa Paula,São Carlos, SP,13564-031,16,33762584
PIZZARIA FRITTATA PIZZA,Restaurante,Av,Teixeira de Barros,526, Vila Prado,São Carlos, SP,13574-033,16,34131020
CHURRASCARIA BOI DE CORTE,Restaurante,R,Monsenhor Alcindo Carlos Veloso Siqueira,61, Jardim São Paulo,São Carlos, SP,13570-480,16,33683637
TEMPERO CASEIRO,Restaurante,R,7 de Setembro,1971, Centro,São Carlos, SP,13560-180,,
PIZZARIA BRASILE FORNO E PIZZA,Restaurante,R,28 de Setembro,2238, Centro,São Carlos, SP,13560-270,16,33711212
PIZZARIA CANTINHO DA PIZZA,Restaurante,R,Gastão Vieira,1106, Parque Santa Felícia Jardim,São Carlos, SP,13562-410,16,33646617
PIZZARIA E LANCHONETE VARANDA,Restaurante,R,Doutor Carlos de Camargo Salles,370, Jardim Lutfalla,São Carlos, SP,13560-550,16,34137775
PIZZARIA DOM VITTORIO,Restaurante,Av,José Pereira Lopes,1198, Jardim Botafogo 1,São Carlos, SP,13575-380,16,34129993,34129994
PIZZA LUNA,Restaurante,R,General Osório,38, Jardim São Carlos,São Carlos, SP,13560-640,16,33760005
PIZZARIA E ESFIHA PROXIMA ATRAÇÃO,Restaurante,R,Doutor Serafim Vieira de Almeida,73, Jardim Paraíso,São Carlos, SP,13561-130,16,33071214
PIZZARIA ESFIHARIA NOSSA PIZZA,Restaurante,R,Miguel João,187, Jardim Bandeirantes,São Carlos, SP,13562-180,16,33748856
DISK PIZZA SENHOR PIZZA - FORNO A LENHA,Restaurante,Av,São Carlos,793, Vila Lutfalla,São Carlos, SP,13570-660,16,33687020
PIZZA FRITA FRITTATA,Restaurante,R,Antônio de Almeida Leite,510, Vila Prado,São Carlos, SP,13574-290,16,34131020
CITTA BELLA PIZZARIA,Restaurante,R,Aparecido Pandolfelli,169, Cidade Aracy,São Carlos, SP,13573-028,16,33663276,33663349
DISK PIZZA A SICILIANA,Restaurante,R,Antônio Blanco,188, Vila Costa do Sol,São Carlos, SP,13566-020,16,31160753
FARUK PIZZAS E LANCHES,Restaurante,R,Benedito Carlos Pereira,93, Parque Residencial Maria Stella Faga,São Carlos, SP,13568-430,16,33728371
PIZZARIA A CAPRICHOSA,Restaurante,Av,Comendador Alfredo Maffei,1605, Jardim São Carlos,São Carlos, SP,13561-270,16,33071462,34112888
BONNA MASSA PIZZARIA,Restaurante,Av,Regit Arab,946, Cidade Aracy,São Carlos, SP,13573-050,16,32011641
PIZZARIA E LANCHES TARANTELA,Restaurante,R,Belarmino Indalécio de Souza,341, Vila Monteiro,São Carlos, SP,13560-292,16,33722899,991755958
MASSAS MECCA PRE-ASSADA,Restaurante,R,Miguel Petroni,1500, Centro,São Carlos, SP,13561-002,16,31162525,34165073,34165074
PIZZA DELIVERY NOVA MASSA,Restaurante,R,Antônio Blanco,1342, Jardim São João Batista,São Carlos, SP,13567-060,16,33615520
DISK PIZZA E LANCHES RAFA S,Restaurante,R,João Lourenço,15, Vila Prado,São Carlos, SP,13572-203,16,34199444
PIZZARIA DELÍCIA PIZZA CONE,Restaurante,R,Aquidaban,1390, Centro,São Carlos, SP,13560-120,16,34154656
PIZZARIA CENTER PIZZA,Restaurante,Av,Araraquara,415, Vila Brasília,São Carlos, SP,13566-770,16,34131925
CENTER PIZZA,Restaurante,Av,Araraquara,415, Vila Brasília,São Carlos, SP,13566-770,16,997745606,34131925,991908142
PIZZARIA TIO PEPE,Restaurante,R,Anita Stella,480 SL A, Vila Celina,São Carlos, SP,13566-447,16,33078707
PIZZARIA FLORENÇA,Restaurante,R,15 de Novembro,2588 FDS, Centro,São Carlos, SP,13560-241,,
LUCCHIARI,Restaurante,R,Mário Pisani,41, Loteamento Municipal São Carlos 3,São Carlos, SP,13563-270,16,33646821,33077548
PIZZARIA DONA REDONDA,Restaurante,R,Rui Barbosa 1647 SL,1, Vila Monteiro,São Carlos, SP,13560-330,16,34128634,31164246,33642020
LA BELLA PIZZARIA,Restaurante,Av,João de Lourenço,666 CS A, Parque Residencial Maria Stella Faga,São Carlos, SP,13568-250,16,35011440
J. P. DA SILVA PIZZARIA,Restaurante,R,Rui Barbosa 1647 SL,1, Vila Monteiro,São Carlos, SP,13560-330,16,33713553
ALLEGRO PIZZARIA,Restaurante,R,Rubens Fernando Monte Ribeiro,266, Cidade Aracy,São Carlos, SP,13573-112,16,33757675
PIZZARIA MISTER CHIC,Restaurante,R,Antônio Blanco,188, Vila Costa do Sol,São Carlos, SP,13566-020,16,33612442,33615099
FLORENÇA PIZZARIA,Restaurante,R,15 de Novembro,2588, Centro,São Carlos, SP,13560-241,16,33722121
QUADRATTA FORNERIA & RISTORANTE,Restaurante,R,Miguel João,187, Jardim Bandeirantes,São Carlos, SP,13562-180,16,33074712
ANTÔNIO CARLOS DA SILVA FILHO PIZZARIA,Restaurante,R,Rui Barbosa 1647 SL,1, Vila Monteiro,São Carlos, SP,13560-330,16,997817910
PIZZARIA PIZZA EXPRESS DELIVERY,Restaurante,R,13 de Maio,1455, Jardim São Carlos,São Carlos, SP,13560-647,16,34133625
PIZZARIA PORTAL PIZZAS,Restaurante,R,José Fortuna,396, Portal Sol,São Carlos, SP,13569-450,16,34166163
PIZZARIA DELIVERY BONNA MASSA,Restaurante,R,Cidade de Milão,612, Vila Prado,São Carlos, SP,13574-230,16,33754107
BONNA MASSA PIZZARIA,Restaurante,R,Cidade de Milão,436, Vila Prado,São Carlos, SP,13574-230,16,33751074
FORMAGIO BATATAS E PIZZAS,Restaurante,Av,José Pereira Lopes,1198, Jardim Botafogo 1,São Carlos, SP,13575-380,16,34139985
PIZZA SUPERA,Restaurante,Av,Teixeira de Barros,526, Vila Prado,São Carlos, SP,13574-033,16,33769796
PIZZARIA NOVA MASSA DELIVERY,Restaurante,R,Coronel Leopoldo Prado,1432, Jardim Santa Tereza,São Carlos, SP,13575-640,16,33664005
PIZZARIA MANDA PIZZA DELIVERY,Restaurante,R,Quintino Bocaiúva,359, Vila Boa Vista,São Carlos, SP,13574-003,16,33717045
PASTA E GRILL,Restaurante,R,Dona Alexandrina,1060, Vila Monteiro,São Carlos, SP,13560-290,16,34151847
MARMITARIA KAIROZ,Restaurante,R,Carlos Marra,2, Jardim Tangará,São Carlos, SP,13568-090,16,34111926
SUBWAY,Restaurante,Av,São Carlos,2911, Centro,São Carlos, SP,13560-011,16,31165420
PIZZERIA DOM FABLITTO,Restaurante,Pso,Flamboyants,200 suc17/21, Parque Faber,São Carlos, SP,13561-352,16,33646378
ADM INDÚSTRIA E COMÉRCIO DE ALIMENTOS,Restaurante,R,Francisco de Oliveira Alves,181, Parque São José,São Carlos, SP,13570-835,,
PIZZARIA NOVA MASSA,Restaurante,R,Antônio Blanco,1342, Jardim São João Batista,São Carlos, SP,13567-060,16,33616890,33616180
TEMPERO E ARTE MISTER CHIC,Restaurante,R,Major José Inácio,2131, Centro,São Carlos, SP,13560-160,16,33075804
DISQUE MARMITEX LITTLE HOT,Restaurante,Av,Fernão Dias,184, Jardim Centenário,São Carlos, SP,13564-159,16,34137807
BOM PALADAR ROTISSERIE,Restaurante,R,Joaquim Augusto Ribeiro de Souza,1192, Parque Santa Felícia Jardim,São Carlos, SP,13563-330,16,31165782,982202537,993397444
ROTISSERIE DA FOFA,Restaurante,R,Joaquim Augusto Ribeiro de Souza,1268, Parque Santa Felícia Jardim,São Carlos, SP,13563-330,16,31163737,992083262
COMIDA CASEIRA MARMITEX,Restaurante,R,Jesuino de Arruda 2827,2829, Jardim São Carlos,São Carlos, SP,13560-642,16,33078072
DIAS E DIAS ROTISSERIA E MARMITEX,Restaurante,R,Antônio Frederico Ozanan,560, Vila Boa Vista 1,São Carlos, SP,13575-007,16,34194516,993137068
MARANATA PIZZA,Restaurante,Av,São Carlos,3337, Vila Costa do Sol,São Carlos, SP,13566-330,16,33612052,33613699,33613936
IMPÉRIO GRILL,Restaurante,Av,Professor Luiz Augusto de Oliveira,200, Vila Marina,São Carlos, SP,13566-340,16,34155307
CHURRASCARIA TREVO,Restaurante,Av,Professor Luiz Augusto de Oliveira,385, Vila Marina,São Carlos, SP,13566-340,16,33613052
MC DONALD'S CHÁCARA ITAIM,Restaurante,R,Nações Unidas,13947, Jardim Cruzeiro do Sul,São Carlos, SP,13572-082,11,55335442
BIG PIZZA DELIVERY,Restaurante,R,General Osório,13, Jardim São Carlos,São Carlos, SP,13560-640,16,34165943
PIZZARIA PIZZA TIME,Restaurante,R,Doutor Serafim Vieira de Almeida,77, Jardim Paraíso,São Carlos, SP,13561-130,16,34129910,34129920
BONGUSTO PIZZA,Restaurante,R,Miguel Petroni,1640, Centro,São Carlos, SP,13561-002,16,33076471
CHURRASCARIA TABAJARA,Restaurante,Av,São Carlos,3677, Vila Costa do Sol,São Carlos, SP,13566-330,16,33614282
SIGNORI & SIGNORI PIZZARIA LTD,Restaurante,R,7 de Setembro,2820, Centro,São Carlos, SP,13560-181,16,33075752
CHURRASCARIA PICANHA NA TÁBUA II,Restaurante,Av,Francisco Pereira Lopes,2520, Jardim Paraíso,São Carlos, SP,13564-740,16,33611322
PIZZARIA FLORENÇA,Restaurante,R,Aquidaban,734, Centro,São Carlos, SP,13560-120,16,33642444
PIZZARIA BELLA ITÁLIA E ESFIHARIA,Restaurante,R,Antônio Blanco,188, Vila Costa do Sol,São Carlos, SP,13566-020,16,33616252
PIZZARIA HOT TIGER,Restaurante,Av,São Carlos,3337, Vila Costa do Sol,São Carlos, SP,13566-330,16,33069468
VILLA VERDE II,Restaurante,R,Conde Pinhal,2333, Jardim São Carlos,São Carlos, SP,13560-648,16,33748610
LUNA PIZZARIA,Restaurante,R,General Osório,38, Jardim São Carlos,São Carlos, SP,13560-640,16,33710229
PIZZARIA VENEZA,Restaurante,R,Doutor Duarte Nunes,540, Vila Prado,São Carlos, SP,13574-360,16,34167692,992734705
PIZZARIA DON RAFFAELE,Restaurante,R,Marechal Deodoro,1758, Centro,São Carlos, SP,13560-200,16,33711478
